barcode,code,YearWeek
TestProcessEligibleChannel2_1,7NCK,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MWF4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TVLF,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,J6GC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,76ZH,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,4K3Y,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,6CQH,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BQWZ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,RDKZ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HB9Z,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8J7J,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,G6JX,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7E4Q,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TR7Z,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NNYK,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,CZCF,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,JNEQ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,6HGW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BVFX,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,EKKH,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8XFZ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,PERV,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,M62V,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,3GVB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,VA34,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NWRA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,T8PV,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7FQC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,Z8R7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TP6Y,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,EF3Y,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,J7W4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,FX84,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XYHD,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MKB9,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,M3DA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,QXAQ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7GD9,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BJ9J,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,6XF8,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XQB8,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AEFV,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,RVGT,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AGV4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,C27Z,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,38CV,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HPHC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2QGX,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MMZ9,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,N988,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HEEF,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MAQB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7T8T,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,6BA3,TestProcessEligibleChannel2_1
