barcode,code,YearWeek
TestProcessEligibleChannel2_2,EZFB,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,2XNL,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ECG7,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,FEYM,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,LCMG,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,EWXN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,MBKN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,GX2R,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,XB8Y,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,7NYA,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,LDM9,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,YB8P,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,D338,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,7TEV,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,RFFE,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,KRCV,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ZLJJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,7ANF,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,V6HX,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,YDQJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,EDD7,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ZZCJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,QQVN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,9TEF,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,VER6,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ALTB,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,4BFJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,8Z6D,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,8W43,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,C7B8,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,698X,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,TRPJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,EHCB,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,KXVW,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,FBXB,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,RWW8,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,Y74J,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,YL2N,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,4TGY,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,V38C,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,H6FD,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,WMVP,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ARVR,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,84NH,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,VHER,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,8CH3,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,7EHH,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,GGDV,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,MNQF,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,R8WW,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,3M7V,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,7R6W,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,PWLV,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,JZ64,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,H2WD,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,DX4Z,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,M2KP,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,A237,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,HQFM,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,N3NX,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,6NLA,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,LL48,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,EYJ9,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,FLD2,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,Y2NW,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,8Z6K,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,KQYX,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,2RET,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,BB4X,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,FKBP,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,7B7X,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,KZLR,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,3KCP,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,9XYT,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,R6VB,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,9DGV,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,KLYA,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,QXKJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,2ARX,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,NALE,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,RE3C,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,4C42,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,KV9A,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,TR2D,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,8JX2,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,X7Z3,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,D8H2,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,AYLH,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,NRZN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,PNN9,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,QZEG,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,L2ZP,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,PCLV,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,YXJV,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,Q6M4,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,XYPV,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,LAY2,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,VERJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,YRXZ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,FR32,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,NTWJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,2V2X,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,3HA8,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,HBW7,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,8FJT,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,4E6W,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,M9PG,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,6E64,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,NHM3,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,D2LJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,V9EY,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,CVPE,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,N9NN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,LX7C,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,6WYG,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,CY33,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,6REZ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,X7BW,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,JNHY,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,KR8R,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,RVXW,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,KHWE,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,T9QD,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,RHD7,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,DK7N,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ZHQD,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,AFM2,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,H7M2,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,9W47,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,AHCG,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,KCHZ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,MPD9,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,JQV6,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ERE8,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,Y88X,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,NWFM,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,CVFV,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,GMXH,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,XVWF,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,MCH3,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,P3RD,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,W6FT,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,RXWX,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,PY7P,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,4ZCA,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,QKRZ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,RF3W,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,T6XN,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,LJNJ,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,ZC48,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,VKD2,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,JXPG,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,3T6F,TestProcessEligibleChannel2_2
TestProcessEligibleChannel2_2,BE4H,TestProcessEligibleChannel2_2
